84	0	a	The Finest Beach is Found at the Tail-end of the Philippines
85	1	a	Why teachers are leaving the profession in their droves
86	1	a	Lot of Pokemon Go players demanding refunds after latest update due to this reason
87	2	a	Taxpayers Funded A Lifesaving Drug And Guess What Happened Next
88	0	a	The world's most infamous unmade bed is up for auction for $2 million
89	0	a	Jonas Blue reveals which international superstar he used to work in a pub with
90	1	a	The Real Costs of a "Marvel body": How the pressure to look like Thor and Captain America is hurting men
91	1	a	Two Cousins Created The Most EPIC Travel Bag You'll Ever See! What It Does Is...
92	2	a	'Scandal' star says she HAS to do this before bed
93	2	a	Five myths about the cross  via @PostOpinions
94	2	a	You Won't Believe How Many Calories Are In This Restaurant Dish
95	0	a	Canceled NBC show gets new life on stage
96	0	a	Taylor Swift Reveals a Favorite Reality TV Show! You Won't Believe Which One It Is
97	0	a	One thing women would choose over sex that we're not even surprised about
98	1	a	Why This Photo of a Baby Girl From Hawaii Is Going Crazy-Viral
99	0	a	Why Do All Airplane Windows Have A Tiny Hole In Them?
100	0	a	Gay man attacked by mob of 20 men in alleged hate crime
101	0	a	Why people constantly ask this woman if she's married to her dad
102	1	a	this is good
103	0	a	The most sleep-deprived state in America will surprise you
104	0	a	This ham changes everything you thought you knew about exclusive cured meats
105	0	a	Kid's solution to the ethical trolley dilemma
106	0	a	This just might be the biggest travel bummer ever
107	1	a	As is tradition.
108	0	a	The four cryptic words Donald Trump can't stop saying
109	0	a	A simple way to fight clickbait:
110	0	a	This is what actually makes your Kickstarter successful (Hint: Not $)
111	0	a	How to drive a six-ton potato without causing a five-car mashup
112	0	a	People Are Flipping OUT Over This Aussie Maccas Addition
113	0	a	This woman risked her life for a 59-inch 
114	1	a	Why Facebook isn't telling you everything it knows about you
115	0	a	'Wicked' Is FINALLY Becoming A Movie And Here's When
116	1	a	[Salon] Was Sen. Murphy Allowed to Pee During His Filibuster?
117	0	a	Surprising factor could increase chances a man is gay
118	0	a	NYC subway worker helps rescue stroller that rolled onto tracks
119	0	a	Lea Michele's first single is called ...
120	1	a	She Can Transform Into Any Disney Princess. But When She Takes Off The Makeup? I Can't Believe It!
121	2	a	8 Truly Untranslatable German Words
122	1	a	Potty-Mouthed Teacher Gets Time Out
123	0	a	The 20-minute activity every parent should try
124	1	a	She planted these tea bags in her garden
125	0	a	'Game of Thrones' Season 7 Will Be Delayed For The Worst Reason
126	0	a	Man Crumples To The Ground When He Reads A Special Letter From His Girlfriend's Daughter
127	0	a	Queen Elizabeth Refused To Sit On Game Of Throne's Iron Throne Prop For The Most Obscure Reason
128	1	a	How much "Brady Bunch" stars make on reruns
129	1	a	Another member of young Hollywood is cruising the streets
130	1	a	Can Paedophilia Really Be Cured With Drugs?
131	0	a	PayPal Reveals Start Date For Steam Summer Sale
132	0	a	Joe Satriani: The Guitarist Whose Tone I Could Never Confuse With Anyone Else
133	0	a	This Puppy Was Abandoned At A Baseball Stadium And Now Has A Job With The Team
134	0	a	Why Women Really Leave The Men They Love
135	1	a	Ozzy Osbourne has another daughter, and here's why she refused to be on 'The Osbournes'
136	1	a	Something's Gone Wrong At Starbucks, According To Baristas
137	1	a	Their Car Started To Fill With Smoke. When They Looked At Their Son's Shoes They Couldn't Believe It
138	2	a	You'll never believe what this point on your ear can do. Press once and WOW!
139	0	a	Meet the coolest girl in Hollywood right now
140	0	a	"One Life To Live" star arrested for felony assault
141	1	a	This is what Michael Jordan thinks of that Crying Jordan meme
142	0	a	The Obama initiative that Maya Angelou really did not like
143	0	a	Hiker's dramatic video of two snakes fighting reveals rare sight
144	0	a	To lure people put off by the freakiness of lab-made meat, this is what the industry wants to call it
145	2	a	The race is tightening for a painfully simple reason
146	0	a	This Country Loves 'Warcraft' Despite Abysmal Reviews
147	1	a	She Found This Tiny Kitten Out In The Pouring Rain, And What She Did Is Absolutely Incredible.
148	2	a	12 Ways To Never Get Diabetes (Type 2)
149	2	a	7 Dangerous Anti-Feminist Groups You Should Know About
150	1	a	Aren't we already past the tipping point you warned about last time?
151	1	a	WATCH: There's a mathematical reason for why you can't catch a dollar bill in your fingers
152	0	a	Someone mashed-up 100 classic Christmas tracks (and it's terrifying)
153	0	a	She Puts VapoRub On A Cotton Ball And Sticks It In Her Ear. Hours Later? UNBELIEVABLE!
154	1	a	Halal supermarket in Paris told to sell pork and alcohol or face closure
155	1	a	Mom Delivers Identical Twins. 12 Years Later, she finds one acting strange on the bathroom floor
156	0	a	Teens' plot to get free food is freakin' genius
157	0	a	Steven Spielberg reveals the one movie that nearly ended his career
158	0	a	@TomHanks might win another Oscar
159	0	a	Science Says You Shouldn't Work More Than This Number of Hours a Week
160	0	a	Google is creating a new company, you'll never guess what its called
161	0	a	Hilary Clinton has one word for the Senate after gun vote
162	0	a	Ilana Glazer Will Shut Your Street Harrasment Down With These Three Words
163	0	a	We're Turning the Oceans Into Floating Pig Farms - All For One Unnecessary Reason
164	0	a	Shay Mitchell Pierced Something We've Never Thought To Pierce
165	1	a	What this driver was caught doing at a car wash will really make you shake your head
166	1	a	Rio 2016 - will Brazil be ready?
167	1	a	Google Assistant could be the killer bot, but it's missing a key feature
168	1	a	The Terrifying Reason You Should Never Hike Alone
169	2	a	These will be the 32 most powerful economies in the world by 2050
170	0	a	ABC anchor: I have breast cancer
171	1	a	Couple's Prom Photos Go Viral for Obvious Reasons
172	0	a	Pablo Escobar's chief assassin reveals the 2 things that spook drug lords like 'El Chapo' Guzman
173	1	a	This Teenage Boy GRABS Her Onto The Dance Floor. But Watch Closely What He Does Next...
174	0	a	A campaign billboard sparks outrage in Tennessee after these offensive words were printed
175	0	a	This body part could be causing you pain and you might not know it exists
176	0	a	Bad news for bacon lovers
177	1	a	Donald Trump's Brilliant Advice for Homeowners
178	0	a	This is how people watched the Olympics around the world
179	1	a	Why is Australia in the Eurovision when it's 12,000 miles away?
180	0	a	Major sandwich chain is accused of "systematic wage theft"
181	0	a	Bill Nye: Is reality just a computer simulation? Here's what science tells us...
182	2	a	29 amazing McDonald's facts that'll totally surprise you
183	1	a	Colbert Was Asked What He Would Say To Trump And Ad-Libbed This BRUTAL Zinger
184	1	a	The moment George Clooney learns about Angelina Jolie and Brad Pitt's Divorce!
185	0	a	You probably didn't notice the Stark kids ALL did this one thing on "Game of Thrones"
186	2	a	These women spent three years counting how many words are spoken by women in the Bible
187	0	a	Woman Leaves Savage Surprise For Co-Worker Who Always Steals Her Coffee Creamer
188	1	a	Videos show the most delightful protest ever
189	1	a	Is Betteridge's Law of Headlines correct?
190	2	a	How this trader lost $50 million
191	0	a	Chris Hemsworth lost 30 pounds for this role
192	1	a	The One Mistake You're Probably Making When You Load the Dishwasher
193	2	a	How to survive the longest flight in the world
194	0	a	You Won't Believe What Facebook Is Giving Away for Free Now
195	2	a	You won't BELIEVE what happened to the actress who was originally Ross' ex-wife on Friends
196	1	a	After Reading This, You Will NEVER Put Toilet Paper On The Toilet Seat - EVER AGAIN (Do this...
197	0	a	This looks like an ordinary shed, but you'll never guess what's inside.
198	1	a	Dad Is Outraged When School Cafeteria Stamps Information On His Third Grader's Arm
199	0	a	The real culprit behind infidelity
200	0	a	WATCH: College football team shows grieving sports anchor so much love
201	1	a	There's one simple reason badminton is unequivocally the best Olympic sport to watch
202	0	a	How @SimonCowell made this homeless man's day
203	1	a	Are Kanye West And Paul McCartney BFFs?
204	1	a	Kevin Feige Explains Why Marvel Loves Doppelganger Villains
205	0	a	Her 6-Day-Old Nephew Is Acting Strange. Then She Looks Into His Eyes And Sees It...
206	0	a	How long will the #SOTU speech take to deliver?
207	0	a	Science Says This Is The Best Movie To Watch On A Date
208	0	a	Bad news for Chipotle fans
209	1	a	Did #TheBachelor Ben Higgins get an offer to compete on #DWTS?
210	1	a	Why This 7-Year-Old Girl Just Got in Trouble For Writing Her Name in Cursive
211	0	a	The Playboy Mansion Has Finally Sold For A Hefty Amount
212	1	a	This theory about who Rey's family is means crazy things for the next "Star Wars" movie
213	1	a	Utterly crucial fact about Obamacare unknown to most people
214	0	a	"Nick and Norah's Infinite Playlist" star arrested TWICE in 12 hrs
215	0	a	The tiny fishing town that'll take your breath away
216	0	a	The four words that led @hodakotb to her job on "Today"
217	1	a	The Most Valuable Piece of Furniture You Can Find in a Thrift Store Is...
218	1	a	What happens when a giant hot dog on wheels slams into a pole?
219	0	a	'BoJack Horseman' Season 4 Release Date, News Update: Netflix Series Targets Telling The Story Differently?
220	0	a	There's something VERY rude hidden on Google Maps Street View - can YOU spot it?
221	0	a	Here are all the men Obama called on during his year-end press conference
222	1	a	Welcome back to TV "Murphy Brown"
223	0	a	@KevinSpacey reveals how long he wants "House of Cards" to go on for
224	1	a	Is it your job to warn an ex's new flame?
225	1	a	New research shows extroverts and introverts have this one HUGE thing in common
226	0	a	This car cleaning tip will change your life forever
227	1	a	Xbox Dev Teases Something for Today [UPDATE]
228	0	a	The easy way men can use their voices to end violence against women
229	0	a	Young, affluent drivers are buying these cars >
230	1	a	Bill Murray's Reason for Joining the Ghostbusters Remake Will Melt Your Heart
231	0	a	Binge drinking makes symptoms of this disorder worse
232	1	a	How a 15-minute quiz can give you a scientifically accurate assessment of your personality
233	1	a	US scientist accidentally proves terrifying 200-year-old theory about electric eels
234	2	a	Want to be a good colleague and employee? Work on these 4 soft skills
235	1	a	President Obama's doctor says he's in "excellent" health
236	0	a	Smokers who survive to 70 still lose HOW many years of life?
237	2	a	This small Indiana county sends more people to prison than San Francisco and Durham, N.C., combined. Why?
238	0	a	This dictionary has found a brutal way to catch cheating students
239	2	a	Why has LoL's latest champion struggled to make an impact?
240	0	a	John Krasinski lost a bet and now has to do this for his wife Emily Blunt once a week
241	0	a	He Was About To Put His Shoes On When His Dad Had A Bad Feeling... And It Saved His Life.
242	0	a	The price of Amazon Prime is going way up
243	0	a	And Americans' favorite kind of exercise is...
244	0	a	You won't believe the country where Michigan will host its 27th satellite camp
245	0	a	2 Thugs Do the Unthinkable to White Pizza Delivery Boy... Al Sharpton Silent
246	0	a	Pfizer attempts HUGE takeover
247	1	a	Should get high with your pets?
248	2	a	What ridiculously successful people eat, revealed
249	0	a	This is the reason why Rachel from 'Friends' always has her nipples out
250	2	a	15 horror stories that prove nurses have the toughest job in the world
251	0	a	Where the next crisis will come from
252	0	a	Guess how much a beer costs at #SB50...nope, it's higher:
253	1	a	Are Nando's Going To Close Any Of Their UK Branches Now Britain Has Left The EU?
254	1	a	After all this time, we may finally know who let the dogs out
255	1	a	It's Supposed To Be A Routine Haircut. But What The Barber Sees? He Rushes To Get Emergency Surgery
256	2	a	Add these 8 secret waterfalls to your bucket list
257	0	a	You'll never guess what was being smuggled in these toothpaste boxes
258	1	a	Why This Olympic Swimmer Gives His Dad The Middle Finger Before Every Race
259	0	a	The four words that are music to a man's ears
260	0	a	The best place to live in the UK has been revealed
261	1	a	What happened after a teacher told this high schooler an African print dress was tacky for prom
262	0	a	Zlatan Ibrahimovic Shirt Number Revealed
263	2	a	15 Easy Side Hustles You Can Start This Weekend
264	1	a	Indiana University used this one weird trick to cut student debt:
265	1	a	WATCH: You've never heard Metallica like this
266	1	a	Why We Should Abolish the Weekend
267	0	a	The most-recommended book of all time
268	0	a	After two years, he decided to move his fish tank and couldn't believe the monster he found inside
269	1	a	Have you ever wondered why old statues have small dicks?
270	0	a	You'll Never Guess Which Demographic Buys Gas-Guzzling SUVs The Most
271	1	a	Man lies on a couch. When he taps his chest, don't take your eyes off the screen
272	2	a	How Is The "Octomom" Doing 7 Years After She Gave Birth?
273	2	a	11 things you probably didn't know the National Endowment for the Arts helped create
274	0	a	Hooters under fire after firing black woman for her blonde highlights
275	2	a	Nobel prize nominee who predicted 9/11 and the fall of the Berlin wall has a terrifying message about Trump
276	0	a	Mic Discovered Who Created Trump's Anti-Semitic Hillary Meme-And It's Disturbing
277	1	a	Jim Jarmusch: Why I've Never Seen A 'Star Wars' Film
278	1	a	CEOs love share buybacks for the most obvious reason in the world
279	1	a	Mom Was Called To School After Her Daughter Hit Another Kid. Her Response Blew Me Away
280	0	a	If You Spot A Woman Wearing A Ring On Her Pinky Finger, This Is What It Means
281	0	a	What to do with your hair when it's blistering cold
282	1	a	The BBC announces "Sherlock" premiere date in most unlikely way
283	1	a	Why Endless Airport Security Lines Are Suddenly Everywhere
284	0	a	Aaron Paul's new gig
285	2	a	GOP member floats ending sequester in exchange for entitlement changes
286	0	a	When Exactly Did Adam Sandler Give Up On Making Funny Films?
287	1	a	People Are Cracking Up After This Mom's Attempt To Pack Her Teen A Lunch Went Terribly Wrong
288	2	a	Summer movie preview: What to watch if you just want to see the best of the best
289	0	a	Find out what made Marian Rivera ditch her usual alluring poses!
290	1	a	Dick's Sporting Goods has a sneaky tactic to get all of Sports Authority's customers
291	1	a	Notice Sunglasses Hillary Was Wearing When She Fainted? Turns Out...
292	0	a	@JaredLeto reveals surprising advice for men
293	0	a	Sharon Stone Never Expected To Get This Disease
294	0	a	Liam Hemsworth's reported new GF causes a stir in LA
295	2	a	Holiday cookie bakers, here's your secret weapon: 1 dough, 5 fabulous results
296	1	a	Something Weird Happens When You Put A Styrofoam Cup Into Acetone
297	2	a	Mixing These Two Common Medications Could Be Life Threatening
298	0	a	Gay Dem candidate "comes out" to his tea party dad in adorable campaign ad
299	0	a	Lady Gaga explains her unlikely role model
300	0	a	This is the most surprising thing Monsanto is working on, and it's already changing the way you eat
301	0	a	This Is How You Can Make Your Phone Waterproof (VIDEO)
302	2	a	The #science behind the attraction
303	0	a	You won't believe what Sean Penn wanted to name his son
304	2	a	"Smash" star talks about what's next
305	0	a	The fastest-growing alcoholic beverage in the US isn't a beer wine or spirit
306	1	a	You asked: Is a vegan diet better?
307	0	a	How cruise liners fill all their unsold cabins
308	0	a	You're going to have to wait longer than you thought for 'Game of Thrones' Season 7
309	1	a	Looks like @MileyCyrus' split from Liam Hemsworth wasn't a total loss
310	2	a	How presidents use their portraits to shape their legacy  via @PostEverything
311	1	a	[How To] See Android Notifications on The Ubuntu Desktop
312	1	a	This Charcoal Gray Ferrari FF Can Be Yours For Only $7500 With Just One Little Catch
313	1	a	If you think you're losing your memory, you might be right
314	0	a	You won't believe who's joined the fight for medical cannabis
315	0	a	This Man Finally Caught All Pokemons. But You'll Be Really Disappointed To Know What Happens In The End.
316	1	a	"Game of Thrones" writers reveal the one epic scene they had to cut
317	1	a	A researcher discovered how cave men cleaned their teeth. It will make you want to brush yours.
318	1	a	Oh baby! Biologists discover how egg and sperm hook up
319	0	a	Lad with terminal cancer reveals the one thing that kept him alive
320	1	a	2017 will be a big year for artificial intelligence, in ways you might not expect
321	0	a	This was the unhealthiest U.S. President
322	2	a	This Is Where Women Are Seeking Peace In The World's Deadliest Country
323	2	a	These are the most beautiful women in the world, according to a new poll
324	1	a	Android 7.0 Nougat update schedule for Moto Z, Moto X, Moto G, Moto E: When will you get firmware
325	0	a	You Won't Believe What Ariana Grande Did To Her Ponytail Now
326	0	a	Get ready for ANOTHER royal baby!
327	1	a	The Jet Black iPhone 7 Has A Major Flaw
328	0	a	 VERY HELPFUL   study reveals countries where men lie the most about dick size
329	1	a	Could Rap Music Be Whitewashed The Way Rock 'N' Roll Was?
330	0	a	The weirdly hydrating thing you should drink after a workout
331	1	a	Did You Know You've Been Pronouncing Zara Wrong All This While?
332	2	a	The 'Human Barbie' Is Shedding Her Doll-Like Image For Something More Powerful
333	1	a	You wont believe the secret behind Prince Williams lean physique
334	1	a	A really good reason to stop smoking NOW
335	2	a	9 Ways DC Comics Destroyed Marvel at Comic-Con This Year
336	0	a	Single mom went to get a free turkey got a HUGE surprise instead
337	1	a	Kanye West the next Nelson Mandela??
338	0	a	Meet the woman with the best lipstick in Hollywood
339	0	a	How long would it take to fall through the Earth?
340	0	a	One of the planet's deadliest ancient diseases could be about to return
341	0	a	You won't believe what this tortoise's prosthetic leg is made from
342	0	a	Why Just Masturbate When You Can Simultaneously Get Better at the Real Thing?
343	0	a	Constantly strapped for cash? Try this very simple way to save money  via @NBCNewsBETTER
344	1	a	We now know what replaced the headphone jack on iPhone 7
345	1	a	We finally have a scientifically-backed reason to not clean our homes
346	0	a	'It's Something I'm Still Processing': Hillary Clinton on Winning, and Why Her Mother Would Be Nervous
347	0	a	This melting glacier kept an ancient secret...
348	0	a	The Mind Blowing Match Up For Nick Diaz That No One Saw Coming
349	0	a	Is it possible to drink too much water?
350	1	a	Why Facebook Is Paying Millions to CNN, Kevin Hart and BuzzFeed
351	2	a	This Store Is Being Praised For Making ONE Small Change To Their Disabled Bathrooms
352	1	a	@MileyCyrus' surprising "Breaking Bad" criticism
353	0	a	Which #Community actor is responsible for @danharmon's return?
354	0	a	This might be the most shocking thing @Courtney Love has ever done
355	0	a	She Takes Items from the Dollar Store and Turns Them Into Something Amazing
356	0	a	Only one person showed up to Seattle's Heterosexual Pride "Parade." Guess who it was.
357	1	a	It's been 41 years since the Yankees were this bad for three straight games
358	1	a	What happens when millennials grow up?
359	0	a	The Upsetting Reason These Students Are Wearing Shorts Under Their Skirts
360	2	a	6 smart ways to retire rich:
361	0	a	The thing too many women do during sex that we rarely talk about
362	2	a	19 signs you've finally turned into an adult
363	2	a	A Brexit Update for People who kind of forgot that Brexit happened
364	0	a	The steepest street in America is not in San Francisco
365	1	a	What happens when narcissists become parents
366	2	a	5 last-minute gift ideas for music loving sneakerheads
367	1	a	Is Turkish Coffee the Next Big Thing in Home Brewing?
368	2	a	This American Has Won a Medal in Six Straight Olympics But Sponsors and NBC Avoid Her. Here's Why.
369	2	a	She Mixed 2 Ingredients And Put Them On Her Teeth, What It Does Makes Me Want To Try It
370	1	a	Verda Byrd was raised to believe she was black. 70 years later she discovered a family secret
371	1	a	Here's Why You Should Be Sleeping Naked
372	1	a	Why are so many devs employing a retro low-poly mid-1990s aesthetic?
373	1	a	Why you should never (ever) eat high fructose corn syrup
374	0	a	#BatmanVSuperman run time revealed
375	0	a	You won't believe how this man saved a wallaby
376	0	a	This will soon be America's biggest economic problem
377	1	a	Surely THIS
378	0	a	Fact or fiction? People only use 10 percent of their brains on a daily basis
379	2	a	The biggest public health battles of 2013
380	1	a	This is why it was so insanely cold last month
381	1	a	Wait, is Star Wars: Episode VIII going straight to DVD?
382	1	a	Love and kindness strikes again!
383	1	a	People Are Deleting Pokemon Go ASAP After Finding Out Disturbing Fact
384	2	a	This is what it's like to spend 3 minutes inside a -264 degree cryotherapy machine:
385	1	a	Their parents #disappeared at the railway station.#ThisIsIT
386	0	a	Forget 'Googling' Your Name, Shocking Site Reveals Everything!
387	2	a	Looking for a new job? You'll have the best chances in these cities:
388	1	a	Women are doing this to their vaginas and they need to stop
389	1	a	If You Do Any Shopping And See THIS, Call The Police Immediately. Here's Why!
390	0	a	Only one Republican hasn't been invited to the next GOP debate yet
391	0	a	The dish you've eaten a million times but have probably never MADE
392	0	a	The one good thing to come out of @KimKardashian's trip to Paris this week
393	0	a	Here's what Apple's new iPhone is missing
394	0	a	If You Ever See THIS In Your Hotel Room, Leave NOW And Call 911. The Reason Why Is Scary
395	0	a	Art is always better when you view it from a plane
396	1	a	Setting Out Teal Pumpkins Will Make You a Hero This Halloween
397	1	a	The one question that will let you instantly read someone's personality
398	2	a	12 reasons you're not as happy as you should be
399	1	a	Bill Murray may join Cameron Crowe's new movie
400	2	a	New on @Medium: What it's like when your children never grow up
401	0	a	@girlsHBO star says cast isn't allowed to wear bras
402	2	a	This country's child death rate dropped 72% with a program any poor nation can replicate
403	0	a	Why "I'll sleep when I'm dead" is just a bad idea
404	1	a	You Won't Believe What Happened When This Teacher Stood Up For Her Students
405	0	a	The Internet needs to calm down over this baby name choice
406	1	a	She puts ice cubes in the dyer and when I saw the result, I was simply amazed! > NeoPress
407	1	a	Why some Starbucks baristas cover the logo on the cup
408	1	a	The Reason Why This Officer Is Climbing Into A Storm Drain Will Make You Melt
409	1	a	Where Apple ranks in Warren Buffett's porfolio:
410	2	a	This man went abroad and brought back a disease doctors had never seen
411	0	a	Married couples fight over THIS more than anything
412	0	a	Taylor Swift made a new very famous BFF at #TIFF
413	1	a	The truth about oxygen masks on planes
414	1	a	Will Lady Gaga take fiance Taylor Kinney's last name? The bride-to-be says...
415	0	a	"Breaking Bad" spinoff adds first big star
416	1	a	Can Donald Trump win?
417	0	a	Parent squirts mayo on girl's head to treat lice, but never foresaw this tragedy
418	1	a	More from yesterday's kerfuffle:
419	0	a	This AMAZING abandoned city is 6x the size of NYC
420	1	a	Someone's writing checks they can't cash  via @Bfly
421	1	a	Did Isambard Kingdom Brunel invent the 'selfie'?
422	1	a	PETA targets the NFL
423	0	a	The one thing to put on your desk that'll make you more productive
424	0	a	Congratulations to Rep. @JoaquinCastrotx!
425	1	a	Couples Had Sex Every Day For A Month With Unexpected Results
426	1	a	What happened when an already-crazed city charged people to reserve space at a public park
427	0	a	The world's highest paid musician is ...
428	2	a	A Stanford professor says eliminating 2 phrases from your vocabulary can make you more successful
429	0	a	1 surefire way to get rid of ashy winter skin
430	0	a	Parts of slain girlfriend's body found near river
431	2	a	When choosing a credit card, many people work backward. 3 steps to doing it the right way:
432	1	a	How lovely.
433	0	a	This popular dish isn't safe for pregnant women
434	0	a	Vans x Nintendo sneaker collection gets a release date.
435	0	a	One thing "SNL" got very right with @kerrywashington's opening sketch
436	0	a	This is the city where the most people wake up on the wrong side of the bed
437	2	a	The Rocketeer Is Finally Getting a Sequel, and With an Awesome New Twist
438	1	a	Student Scientists Receive Unexpected Results From Research in Space
439	0	a	"Hart of Dixie" star welcomes her first child
440	2	a	EA just confirmed two of the most hated features will be part of Battlefield 1
441	1	a	Does rinsing fruits or vegetables do anything to get rid of toxic pesticides?
442	0	a	'Rogue One' Could Be The First 'Star Wars' Movie Without This Feature
443	0	a	Fast And Furious Add Bizarre New Cast Member For Eighth Film
444	1	a	People are doing something amazing with the new 5 notes
445	1	a	Why You Might Not Actually Need Premium Gas
446	2	a	Why You Shouldn't Vote for Libertarian Nominee Gary Johnson
447	1	a	The Totally Counterintuitive Thing Science Says You Should Do to Your Resume
448	1	a	Stop What You're Doing And Look At Beyonce's Incredible Bathing Suit
449	1	a	@Cher's big news
450	0	a	You Won't Believe The Length Of This Airport Security Line At Midway Airport
451	1	a	Kim Kardashian steps out in skinny jeans
452	1	a	Why 54 may be the magic number House Democrats need to win back the majority
453	0	a	This movie is an important reminder that not every environmental story is bad news
454	2	a	Luxury travel trends that will dominate in 2017:
455	2	a	Should this military grade flashlight be banned?
456	1	a	Texan finds creative way to clear highway fast lane
457	1	a	This News Just Ruined Swimming FOREVER
458	0	a	Report: Silicon Valley billionaire secretly funding Hulk Hogan lawsuit
459	2	a	Battlefield 1 multiplayer factions won't include these two major countries at launch
